transaction_id,timestamp,quarter,customer_id,customer_type,category,unit_price,quantity,discount_pct,revenue,cost,cost_revenue_ratio,payment_method,transaction_fee,location_type,shipping_cost,is_returned,return_cost,satisfaction_score,profit,profit_margin_pct
TXN_024129,2023-12-15 09:54:32,2,CUST_17294,Returning,Clothing,33.41,2,19.83,53.57,56.34,105.17,Gift Card,0.0,Urban,6.17,No,0.0,4.8,-8.940000000000003,-16.69
TXN_025998,2023-12-15 09:59:35,2,CUST_00157,Returning,Clothing,88.98,2,17.38,147.03,138.3,94.06,PayPal,5.0,Urban,6.34,Yes,11.08,3.95,-13.69000000000001,-9.31
TXN_029268,2023-12-15 10:03:25,2,CUST_06268,Returning,Electronics,415.32,1,23.96,315.81,274.21,86.83,PayPal,10.74,Suburban,7.4,No,0.0,4.4,23.460000000000022,7.43
TXN_019143,2023-12-15 10:11:59,2,CUST_05737,Returning,Home Goods,155.2,4,19.69,498.56,472.61,94.8,PayPal,16.95,Urban,6.97,No,0.0,4.77,2.0299999999999896,0.41
TXN_035503,2023-12-15 10:12:03,2,CUST_12551,Returning,Home Goods,86.17,4,26.22,254.3,247.96,97.51,Credit Card,7.37,Urban,6.63,No,0.0,4.76,-7.659999999999997,-3.01
TXN_023375,2023-12-15 10:17:28,2,CUST_19936,New,Home Goods,190.91,1,24.6,143.95,122.12,84.84,PayPal,4.89,Rural,13.1,No,0.0,3.87,3.839999999999984,2.67
TXN_032941,2023-12-15 10:20:34,2,CUST_15272,New,Clothing,56.78,3,23.62,130.11,138.67,106.58,Gift Card,0.0,Urban,5.49,No,0.0,4.32,-14.049999999999974,-10.8
TXN_029548,2023-12-15 10:21:09,2,CUST_16061,Returning,Clothing,142.58,4,17.5,470.51,432.05,91.83,Credit Card,13.64,Rural,14.45,No,0.0,4.65,10.36999999999998,2.2
TXN_019687,2023-12-15 10:31:25,2,CUST_14996,New,Clothing,77.82,2,27.05,113.54,127.63,112.41,PayPal,3.86,Urban,5.58,No,0.0,3.89,-23.529999999999987,-20.72
TXN_020728,2023-12-15 10:38:15,2,CUST_03318,Returning,Home Goods,131.71,5,18.52,536.59,470.74,87.73,PayPal,18.24,Urban,5.22,No,0.0,4.11,42.39000000000003,7.9
TXN_027319,2023-12-15 10:50:28,2,CUST_22516,Returning,Home Goods,70.81,4,18.05,232.12,195.24,84.11,PayPal,7.89,Urban,5.9,No,0.0,4.4,23.089999999999996,9.95
TXN_028515,2023-12-15 10:55:43,2,CUST_11748,Returning,Clothing,95.77,3,20.74,227.72,232.75,102.21,PayPal,7.74,Suburban,7.23,No,0.0,4.06,-20.0,-8.78
TXN_020546,2023-12-15 10:55:50,2,CUST_12159,Returning,Clothing,47.01,5,20.89,185.95,193.17,103.88,Credit Card,5.39,Urban,5.47,No,0.0,4.12,-18.08,-9.72
TXN_030837,2023-12-15 10:56:26,2,CUST_24046,Returning,Clothing,123.06,4,16.75,409.79,415.63,101.43,PayPal,13.93,Rural,12.11,No,0.0,4.66,-31.879999999999974,-7.78
TXN_025603,2023-12-15 10:57:04,2,CUST_15223,New,Electronics,293.48,1,21.52,230.32,193.62,84.07,Credit Card,6.68,Urban,5.28,Yes,12.81,3.64,11.929999999999987,5.18
TXN_030836,2023-12-15 11:02:38,2,CUST_21610,Returning,Clothing,79.64,2,23.33,122.12,123.79,101.37,PayPal,4.15,Rural,14.83,Yes,15.57,3.78,-36.22,-29.66
TXN_033700,2023-12-15 11:05:35,2,CUST_09234,New,Clothing,44.29,1,24.58,33.4,35.79,107.16,PayPal,1.14,Rural,10.98,No,0.0,4.36,-14.510000000000002,-43.44
TXN_032931,2023-12-15 11:11:04,2,CUST_20083,Returning,Home Goods,161.92,2,20.03,258.97,181.65,70.14,Credit Card,7.51,Suburban,8.27,No,0.0,4.78,61.54000000000002,23.76
TXN_021685,2023-12-15 11:12:20,2,CUST_18690,Returning,Electronics,131.86,4,26.61,387.09,328.03,84.74,PayPal,13.16,Urban,5.88,No,0.0,4.5,40.02,10.34
TXN_026189,2023-12-15 11:15:07,2,CUST_09708,Returning,Home Goods,94.64,1,14.42,80.99,49.64,61.29,Credit Card,2.35,Rural,13.61,No,0.0,4.62,15.389999999999993,19.0
TXN_030113,2023-12-15 11:18:00,2,CUST_01067,Returning,Clothing,102.35,4,26.97,298.98,316.58,105.89,Gift Card,0.0,Urban,6.21,No,0.0,4.48,-23.809999999999967,-7.96
TXN_024949,2023-12-15 11:20:08,2,CUST_18865,Returning,Home Goods,136.53,3,18.72,332.91,289.97,87.1,PayPal,11.32,Rural,13.26,No,0.0,4.77,18.36,5.52
TXN_022408,2023-12-15 11:20:20,2,CUST_02219,New,Home Goods,61.88,1,27.67,44.76,45.53,101.72,PayPal,1.52,Urban,6.96,No,0.0,4.46,-9.250000000000004,-20.67
TXN_026205,2023-12-15 11:24:07,2,CUST_02633,Returning,Home Goods,197.76,3,20.55,471.36,342.49,72.66,Credit Card,13.67,Urban,5.6,No,0.0,4.79,109.60000000000001,23.25
TXN_023918,2023-12-15 11:24:35,2,CUST_04648,New,Clothing,76.68,1,23.75,58.47,64.05,109.54,Credit Card,1.7,Rural,10.43,No,0.0,3.95,-17.709999999999997,-30.29
TXN_024123,2023-12-15 11:33:54,2,CUST_06042,Returning,Electronics,298.65,1,16.26,250.09,184.29,73.69,PayPal,8.5,Urban,5.3,No,0.0,4.68,52.000000000000014,20.79
TXN_033801,2023-12-15 11:49:10,2,CUST_05795,Returning,Clothing,58.7,2,24.33,88.84,99.74,112.27,PayPal,3.02,Rural,14.64,No,0.0,4.51,-28.55999999999999,-32.15
TXN_027991,2023-12-15 11:52:49,2,CUST_22961,New,Clothing,40.37,3,24.8,91.07,95.18,104.51,PayPal,3.1,Suburban,8.6,No,0.0,4.17,-15.810000000000013,-17.36
TXN_021253,2023-12-15 11:55:32,2,CUST_15513,Returning,Electronics,327.56,1,12.6,286.29,202.29,70.66,PayPal,9.73,Urban,6.11,No,0.0,4.35,68.16000000000003,23.81
TXN_024248,2023-12-15 11:58:55,2,CUST_04690,Returning,Electronics,186.4,2,15.33,315.65,243.12,77.02,PayPal,10.73,Rural,13.27,No,0.0,4.62,48.52999999999997,15.37
TXN_031331,2023-12-15 12:08:31,2,CUST_03348,New,Clothing,106.71,2,24.63,160.85,173.84,108.08,PayPal,5.47,Rural,11.85,No,0.0,4.05,-30.31000000000001,-18.84
TXN_023513,2023-12-15 12:09:45,2,CUST_19343,Returning,Electronics,456.34,1,12.67,398.52,313.51,78.67,PayPal,13.55,Urban,6.2,No,0.0,4.16,65.25999999999999,16.38
TXN_025205,2023-12-15 12:16:15,2,CUST_01999,Returning,Home Goods,86.25,6,25.03,387.97,265.4,68.41,PayPal,13.19,Urban,6.89,No,0.0,4.72,102.49000000000005,26.42
TXN_030021,2023-12-15 12:19:41,2,CUST_04686,Returning,Clothing,131.63,2,21.83,205.79,218.1,105.98,PayPal,7.0,Urban,6.12,No,0.0,4.62,-25.430000000000003,-12.36
TXN_034916,2023-12-15 12:20:12,2,CUST_20382,Returning,Home Goods,54.38,3,23.51,124.79,103.95,83.3,Credit Card,3.62,Rural,10.14,No,0.0,4.34,7.080000000000002,5.67
TXN_021109,2023-12-15 12:21:22,2,CUST_16212,New,Electronics,72.43,1,21.91,56.56,47.39,83.79,Credit Card,1.64,Urban,5.51,No,0.0,4.32,2.0200000000000022,3.57
TXN_034296,2023-12-15 12:21:47,2,CUST_04201,New,Clothing,38.06,2,26.39,56.03,60.56,108.08,PayPal,1.91,Urban,5.97,No,0.0,4.09,-12.41,-22.15
TXN_031910,2023-12-15 12:25:46,2,CUST_09463,New,Clothing,31.98,1,20.29,25.49,25.5,100.04,Credit Card,0.74,Urban,6.67,Yes,16.8,3.6,-24.220000000000002,-95.02
TXN_033143,2023-12-15 12:27:08,2,CUST_18637,Returning,Electronics,336.78,4,13.17,1169.7,937.29,80.13,PayPal,39.77,Urban,6.93,No,0.0,4.04,185.71000000000006,15.88
TXN_028775,2023-12-15 12:29:41,2,CUST_16092,Returning,Clothing,140.27,3,25.57,313.21,340.72,108.78,Credit Card,9.08,Urban,5.74,No,0.0,4.51,-42.33000000000005,-13.51
TXN_030673,2023-12-15 12:29:58,2,CUST_12033,Returning,Electronics,366.49,5,23.18,1407.69,1166.75,82.88,Credit Card,40.82,Suburban,9.6,No,0.0,4.42,190.52000000000007,13.53
TXN_032778,2023-12-15 12:32:22,2,CUST_12639,New,Clothing,23.57,2,20.75,37.36,37.25,99.71,PayPal,1.27,Urban,6.05,No,0.0,4.16,-7.210000000000001,-19.3
TXN_026910,2023-12-15 12:34:46,2,CUST_19434,Returning,Electronics,482.09,5,20.38,1919.2,1626.19,84.73,Gift Card,0.0,Urban,6.05,No,0.0,4.75,286.96,14.95
TXN_033386,2023-12-15 12:35:31,2,CUST_08138,Returning,Electronics,460.68,1,20.78,364.95,281.11,77.03,PayPal,12.41,Suburban,8.76,No,0.0,4.71,62.66999999999998,17.17
TXN_021069,2023-12-15 12:38:12,2,CUST_14362,Returning,Electronics,203.97,4,20.4,649.44,532.82,82.04,PayPal,22.08,Suburban,9.83,No,0.0,4.33,84.71000000000001,13.04
TXN_028005,2023-12-15 12:42:08,2,CUST_22990,Returning,Home Goods,163.26,3,18.26,400.35,289.74,72.37,PayPal,13.61,Rural,14.18,Yes,16.07,3.68,66.75000000000003,16.67
TXN_029115,2023-12-15 12:42:24,2,CUST_17344,Returning,Clothing,45.24,1,17.03,37.54,38.22,101.81,PayPal,1.28,Rural,10.79,No,0.0,4.3,-12.749999999999998,-33.96
TXN_030370,2023-12-15 12:44:50,2,CUST_11741,Returning,Clothing,61.79,3,16.95,153.95,145.91,94.78,PayPal,5.23,Urban,6.4,No,0.0,4.29,-3.5900000000000087,-2.33
TXN_034751,2023-12-15 12:55:10,2,CUST_09901,Returning,Electronics,342.16,3,24.74,772.53,648.69,83.97,PayPal,26.27,Urban,5.2,No,0.0,4.31,92.36999999999992,11.96
TXN_031796,2023-12-15 12:55:22,2,CUST_11379,Returning,Electronics,362.86,1,21.32,285.5,224.55,78.65,PayPal,9.71,Suburban,8.25,No,0.0,4.06,42.98999999999999,15.06
TXN_022821,2023-12-15 12:59:31,2,CUST_07115,Returning,Clothing,55.85,1,15.96,46.94,44.83,95.5,PayPal,1.6,Urban,6.29,No,0.0,4.11,-5.780000000000001,-12.31
TXN_029482,2023-12-15 13:15:04,2,CUST_21137,Returning,Electronics,256.14,3,19.03,622.19,534.44,85.9,Credit Card,18.04,Rural,12.78,No,0.0,4.8,56.93000000000001,9.15
TXN_034042,2023-12-15 13:16:35,2,CUST_14533,Returning,Home Goods,140.16,1,13.72,120.93,90.49,74.83,Gift Card,0.0,Urban,6.6,No,0.0,4.67,23.84000000000001,19.71
TXN_033848,2023-12-15 13:19:47,2,CUST_18942,New,Clothing,149.85,4,31.43,411.01,451.49,109.85,Credit Card,11.92,Urban,5.61,No,0.0,4.31,-58.01000000000002,-14.11
TXN_020358,2023-12-15 13:20:26,2,CUST_17449,Returning,Electronics,77.76,4,21.18,245.16,192.49,78.52,PayPal,8.34,Rural,11.87,No,0.0,4.79,32.45999999999999,13.24
TXN_023981,2023-12-15 13:27:47,2,CUST_17694,Returning,Electronics,327.49,3,18.96,796.19,672.68,84.49,Credit Card,23.09,Rural,10.26,No,0.0,4.71,90.1600000000001,11.32
TXN_028197,2023-12-15 13:31:38,2,CUST_16459,Returning,Clothing,75.27,2,18.71,122.37,125.74,102.75,PayPal,4.16,Urban,6.16,Yes,19.39,3.47,-33.07999999999999,-27.03
TXN_021071,2023-12-15 13:32:04,2,CUST_01357,Returning,Clothing,133.54,3,26.81,293.21,305.51,104.19,Gift Card,0.0,Suburban,8.75,Yes,14.21,3.61,-35.26000000000001,-12.03
TXN_035709,2023-12-15 13:37:17,2,CUST_07842,Returning,Clothing,112.21,1,19.31,90.54,90.79,100.28,PayPal,3.08,Urban,6.75,No,0.0,4.17,-10.08,-11.13
TXN_022874,2023-12-15 13:37:27,2,CUST_02023,Returning,Clothing,117.91,5,25.75,437.74,458.73,104.8,Credit Card,12.69,Urban,5.74,No,0.0,4.15,-39.42000000000001,-9.01
TXN_035056,2023-12-15 13:42:17,2,CUST_11391,Returning,Home Goods,139.67,5,24.12,529.91,449.34,84.8,PayPal,18.02,Urban,5.19,No,0.0,4.11,57.36,10.82
TXN_023516,2023-12-15 13:44:11,2,CUST_00028,Returning,Clothing,42.83,2,19.63,68.84,68.18,99.04,PayPal,2.34,Urban,5.63,No,0.0,4.49,-7.310000000000003,-10.62
TXN_026992,2023-12-15 13:45:17,2,CUST_11052,New,Clothing,88.31,1,21.81,69.05,72.12,104.45,Credit Card,2.0,Suburban,7.49,No,0.0,4.13,-12.560000000000008,-18.19
TXN_023065,2023-12-15 13:53:25,2,CUST_17102,Returning,Home Goods,105.86,5,19.41,426.56,309.17,72.48,Credit Card,12.37,Suburban,7.74,No,0.0,4.23,97.27999999999999,22.81
TXN_024493,2023-12-15 13:58:57,2,CUST_00198,Returning,Home Goods,67.37,6,19.42,325.72,295.4,90.69,Gift Card,0.0,Rural,10.65,No,0.0,4.26,19.67000000000005,6.04
TXN_024424,2023-12-15 14:01:04,2,CUST_06736,Returning,Home Goods,148.24,3,17.78,365.65,291.6,79.75,Gift Card,0.0,Urban,5.98,No,0.0,4.32,68.06999999999995,18.62
TXN_023252,2023-12-15 14:05:32,2,CUST_01212,New,Electronics,254.3,3,21.59,598.19,478.25,79.95,PayPal,20.34,Urban,5.5,Yes,12.69,3.28,81.41000000000005,13.61
TXN_032481,2023-12-15 14:06:12,2,CUST_09364,New,Electronics,269.36,1,30.16,188.12,186.47,99.12,Gift Card,0.0,Suburban,9.81,No,0.0,4.48,-8.159999999999995,-4.34
TXN_021759,2023-12-15 14:08:08,2,CUST_12440,Returning,Electronics,469.54,2,16.28,786.2,587.12,74.68,PayPal,26.73,Rural,13.96,No,0.0,4.47,158.39000000000004,20.15
TXN_031864,2023-12-15 14:11:30,2,CUST_18221,New,Electronics,229.03,1,19.64,184.05,155.99,84.75,Credit Card,5.34,Urban,6.83,No,0.0,4.16,15.890000000000002,8.63
TXN_022845,2023-12-15 14:20:08,2,CUST_04073,New,Clothing,108.47,1,24.31,82.1,81.79,99.62,Credit Card,2.38,Urban,6.89,No,0.0,4.07,-8.960000000000012,-10.91
TXN_028046,2023-12-15 14:20:44,2,CUST_10726,Returning,Electronics,472.72,3,27.67,1025.76,906.57,88.38,Credit Card,29.75,Urban,6.64,No,0.0,4.79,82.79999999999994,8.07
TXN_027160,2023-12-15 14:31:37,2,CUST_00925,Returning,Electronics,151.41,5,21.07,597.54,467.98,78.32,Credit Card,17.33,Urban,5.26,No,0.0,4.28,106.96999999999994,17.9
TXN_021974,2023-12-15 14:33:33,2,CUST_23881,New,Clothing,38.02,3,22.42,88.49,95.71,108.16,PayPal,3.01,Suburban,7.98,Yes,16.16,3.35,-34.370000000000005,-38.84
TXN_028311,2023-12-15 14:35:46,2,CUST_01661,Returning,Electronics,143.16,5,22.76,552.88,493.48,89.26,PayPal,18.8,Urban,5.41,No,0.0,4.38,35.18999999999998,6.36
TXN_028343,2023-12-15 14:36:58,2,CUST_23419,Returning,Clothing,130.97,2,24.76,197.08,214.51,108.84,PayPal,6.7,Suburban,8.39,No,0.0,4.55,-32.51999999999998,-16.5
TXN_020300,2023-12-15 14:40:19,2,CUST_17646,New,Clothing,43.47,2,32.07,59.06,66.4,112.43,Credit Card,1.71,Suburban,9.39,No,0.0,4.03,-18.440000000000005,-31.22
TXN_033410,2023-12-15 14:46:03,2,CUST_22268,Returning,Home Goods,51.51,2,25.3,76.96,59.39,77.17,Gift Card,0.0,Rural,10.01,No,0.0,4.21,7.559999999999993,9.82
TXN_035585,2023-12-15 14:46:47,2,CUST_14122,Returning,Home Goods,139.86,3,24.71,315.9,334.84,106.0,PayPal,10.74,Urban,6.72,No,0.0,4.64,-36.4,-11.52
TXN_033895,2023-12-15 15:07:25,2,CUST_06283,New,Clothing,84.0,2,32.14,114.0,133.52,117.12,PayPal,3.88,Suburban,7.37,No,0.0,4.34,-30.77000000000001,-26.99
TXN_026670,2023-12-15 15:11:28,2,CUST_08075,Returning,Clothing,80.07,5,23.27,307.19,320.04,104.18,PayPal,10.44,Suburban,9.52,No,0.0,4.22,-32.81000000000002,-10.68
TXN_032642,2023-12-15 15:15:49,2,CUST_04813,New,Home Goods,75.65,1,21.25,59.57,50.52,84.81,PayPal,2.03,Rural,12.42,No,0.0,4.24,-5.400000000000002,-9.06
TXN_020336,2023-12-15 15:48:51,2,CUST_10984,Returning,Clothing,27.06,4,18.74,87.96,88.73,100.88,PayPal,2.99,Urban,5.15,No,0.0,4.17,-8.91000000000001,-10.13
TXN_028276,2023-12-15 15:52:10,2,CUST_23574,Returning,Electronics,307.12,4,24.89,922.71,856.76,92.85,Credit Card,26.76,Urban,6.47,No,0.0,4.59,32.72000000000004,3.55
TXN_029065,2023-12-15 15:54:57,2,CUST_20726,Returning,Home Goods,83.51,4,17.71,274.88,227.68,82.83,Credit Card,7.97,Urban,5.95,No,0.0,4.55,33.27999999999999,12.11
TXN_024052,2023-12-15 15:59:50,2,CUST_20267,New,Clothing,25.35,2,24.88,38.09,41.79,109.71,PayPal,1.3,Urban,5.52,No,0.0,4.45,-10.519999999999996,-27.62
TXN_022633,2023-12-15 16:01:53,2,CUST_17728,Returning,Electronics,228.75,4,19.07,740.51,557.32,75.26,Credit Card,21.47,Urban,6.42,No,0.0,4.6,155.29999999999995,20.97
TXN_019714,2023-12-15 16:12:32,2,CUST_17755,Returning,Home Goods,56.65,4,21.03,178.95,134.15,74.97,PayPal,6.08,Suburban,7.78,No,0.0,4.54,30.939999999999984,17.29
TXN_030254,2023-12-15 16:16:08,2,CUST_20250,New,Home Goods,16.31,1,18.98,13.21,10.14,76.76,Credit Card,0.38,Urban,6.15,No,0.0,4.08,-3.46,-26.19
TXN_029875,2023-12-15 16:25:08,2,CUST_13801,New,Clothing,78.28,1,20.4,62.31,58.82,94.4,PayPal,2.12,Suburban,8.26,No,0.0,3.87,-6.889999999999998,-11.06
TXN_026248,2023-12-15 16:26:48,2,CUST_22583,New,Electronics,55.62,1,27.76,40.18,37.91,94.35,PayPal,1.37,Rural,13.81,No,0.0,3.88,-12.909999999999997,-32.13
TXN_024512,2023-12-15 16:27:26,2,CUST_10929,New,Clothing,49.03,1,21.19,38.64,40.02,103.57,PayPal,1.31,Suburban,8.69,No,0.0,3.85,-11.380000000000003,-29.45
TXN_033596,2023-12-15 16:30:56,2,CUST_19690,Returning,Clothing,120.52,2,29.5,169.93,193.47,113.85,PayPal,5.78,Urban,5.28,No,0.0,4.57,-34.599999999999994,-20.36
TXN_035145,2023-12-15 16:32:30,2,CUST_15391,Returning,Clothing,141.1,4,23.56,431.43,449.43,104.17,PayPal,14.67,Rural,12.66,Yes,12.72,4.24,-58.05,-13.46
TXN_031176,2023-12-15 16:43:21,2,CUST_17339,New,Clothing,74.9,3,33.19,150.12,182.55,121.6,Gift Card,0.0,Urban,6.36,Yes,17.96,3.42,-56.75000000000001,-37.8
TXN_019421,2023-12-15 16:56:32,2,CUST_02089,Returning,Electronics,451.91,5,17.62,1861.42,1507.76,81.0,PayPal,63.29,Urban,5.42,No,0.0,4.23,284.95000000000005,15.31
TXN_026836,2023-12-15 16:56:36,2,CUST_17532,New,Clothing,47.39,2,30.36,66.0,79.13,119.89,Credit Card,1.91,Suburban,9.82,No,0.0,3.86,-24.859999999999996,-37.67
TXN_029263,2023-12-15 17:00:50,2,CUST_14711,Returning,Home Goods,171.93,2,20.26,274.19,178.86,65.23,Gift Card,0.0,Suburban,8.94,No,0.0,4.08,86.38999999999999,31.51
TXN_030666,2023-12-15 17:08:30,2,CUST_03822,New,Home Goods,58.86,1,21.53,46.19,41.7,90.28,PayPal,1.57,Urban,6.95,Yes,19.78,3.08,-23.810000000000006,-51.55
TXN_025278,2023-12-15 17:16:05,2,CUST_21881,New,Home Goods,199.34,1,20.38,158.71,115.52,72.79,Credit Card,4.6,Urban,5.14,No,0.0,3.87,33.45000000000001,21.08
TXN_030073,2023-12-15 17:26:37,2,CUST_22816,New,Electronics,347.51,1,25.51,258.86,233.76,90.3,PayPal,8.8,Urban,5.24,No,0.0,4.17,11.060000000000022,4.27
TXN_025191,2023-12-15 17:28:31,2,CUST_13229,New,Clothing,137.29,3,32.08,279.74,320.68,114.64,PayPal,9.51,Suburban,8.75,No,0.0,4.47,-59.199999999999996,-21.16
TXN_026472,2023-12-15 17:33:23,2,CUST_17664,New,Home Goods,100.54,1,21.61,78.81,77.8,98.72,PayPal,2.68,Suburban,8.27,No,0.0,4.01,-9.939999999999994,-12.61
TXN_023902,2023-12-15 17:55:54,2,CUST_11444,Returning,Clothing,147.12,5,15.68,620.26,557.83,89.93,Credit Card,17.99,Urban,6.63,No,0.0,4.23,37.80999999999995,6.1
TXN_022082,2023-12-15 17:56:17,2,CUST_15688,New,Clothing,83.59,1,16.21,70.04,68.22,97.4,Gift Card,0.0,Suburban,7.25,Yes,16.95,3.26,-22.379999999999992,-31.95
TXN_026688,2023-12-15 17:59:40,2,CUST_17170,Returning,Electronics,408.35,2,13.16,709.22,526.35,74.22,Credit Card,20.57,Suburban,9.53,No,0.0,4.3,152.77,21.54
TXN_025769,2023-12-15 18:00:59,2,CUST_07653,Returning,Electronics,197.49,5,15.31,836.27,648.7,77.57,Credit Card,24.25,Rural,10.44,No,0.0,4.02,152.87999999999994,18.28
TXN_034214,2023-12-15 18:05:03,2,CUST_00575,New,Electronics,219.61,1,24.48,165.85,136.48,82.29,PayPal,5.64,Urban,5.09,No,0.0,4.5,18.640000000000004,11.24
TXN_033231,2023-12-15 18:23:26,2,CUST_10525,New,Clothing,145.26,3,29.15,308.75,331.44,107.35,Credit Card,8.95,Urban,5.04,No,0.0,4.29,-36.68,-11.88
TXN_029807,2023-12-15 18:23:37,2,CUST_06455,New,Clothing,128.09,1,21.16,100.99,105.16,104.13,PayPal,3.43,Urban,5.43,No,0.0,4.23,-13.030000000000001,-12.9
TXN_031493,2023-12-15 18:27:47,2,CUST_11567,New,Clothing,21.4,3,29.41,45.32,50.6,111.65,PayPal,1.54,Suburban,7.93,No,0.0,4.24,-14.75,-32.55
TXN_020820,2023-12-15 18:29:42,2,CUST_07832,Returning,Clothing,81.05,4,17.85,266.33,244.65,91.86,PayPal,9.06,Urban,5.54,No,0.0,4.43,7.079999999999978,2.66
TXN_035099,2023-12-15 18:30:46,2,CUST_12680,Returning,Electronics,230.59,1,19.93,184.63,144.38,78.2,Credit Card,5.35,Suburban,8.28,No,0.0,4.49,26.619999999999997,14.42
TXN_032396,2023-12-15 18:32:31,2,CUST_21003,New,Clothing,104.43,1,26.28,76.99,88.61,115.09,Credit Card,2.23,Urban,5.14,Yes,13.19,3.38,-32.18000000000001,-41.8
TXN_030907,2023-12-15 18:33:03,2,CUST_08273,New,Clothing,84.15,2,26.32,124.0,127.28,102.65,PayPal,4.22,Urban,6.23,No,0.0,4.28,-13.73,-11.07
TXN_033355,2023-12-15 18:38:15,2,CUST_23949,New,Clothing,31.43,1,23.75,23.97,25.44,106.13,PayPal,0.81,Suburban,9.51,No,0.0,4.06,-11.790000000000003,-49.19
TXN_033316,2023-12-15 18:42:27,2,CUST_09895,Returning,Clothing,75.86,2,15.64,127.99,125.34,97.93,PayPal,4.35,Suburban,8.8,No,0.0,4.32,-10.500000000000009,-8.2
TXN_022250,2023-12-15 18:46:45,2,CUST_20807,Returning,Clothing,71.15,2,20.32,113.38,120.43,106.22,PayPal,3.85,Urban,5.5,No,0.0,4.72,-16.400000000000013,-14.46
TXN_029478,2023-12-15 18:47:07,2,CUST_04244,Returning,Clothing,98.17,5,23.03,377.81,409.17,108.3,Credit Card,10.96,Suburban,8.66,Yes,13.52,3.37,-64.50000000000001,-17.07
TXN_030870,2023-12-15 18:54:13,2,CUST_17960,Returning,Clothing,56.65,1,11.47,50.15,44.23,88.2,PayPal,1.71,Suburban,9.97,No,0.0,4.19,-5.759999999999999,-11.49
TXN_029015,2023-12-15 18:55:40,2,CUST_24253,Returning,Clothing,116.58,1,16.08,97.83,96.84,98.99,Gift Card,0.0,Suburban,7.72,No,0.0,4.67,-6.730000000000005,-6.88
TXN_030508,2023-12-15 18:56:12,2,CUST_08278,New,Electronics,223.61,1,32.25,151.5,135.04,89.14,Gift Card,0.0,Urban,5.51,No,0.0,3.83,10.950000000000008,7.23
TXN_020027,2023-12-15 18:59:47,2,CUST_08439,New,Home Goods,107.82,1,28.1,77.52,77.73,100.27,PayPal,2.64,Rural,11.33,No,0.0,4.2,-14.180000000000009,-18.29
TXN_033949,2023-12-15 19:09:23,2,CUST_21603,Returning,Electronics,485.74,2,22.2,755.81,638.13,84.43,PayPal,25.7,Suburban,8.52,No,0.0,4.69,83.45999999999995,11.04
TXN_029809,2023-12-15 19:11:26,2,CUST_01269,Returning,Clothing,48.05,5,14.73,204.86,186.13,90.86,Credit Card,5.94,Urban,6.84,No,0.0,4.77,5.950000000000017,2.9
TXN_034985,2023-12-15 19:13:51,2,CUST_03541,New,Clothing,70.1,3,25.32,157.05,164.49,104.74,Credit Card,4.55,Urban,6.39,Yes,15.46,3.05,-33.84,-21.55
TXN_023308,2023-12-15 19:20:00,2,CUST_20551,Returning,Home Goods,62.58,4,16.76,208.37,172.87,82.96,Credit Card,6.04,Urban,6.0,Yes,11.82,3.37,11.64,5.59
TXN_020903,2023-12-15 19:21:36,2,CUST_09138,New,Electronics,415.48,1,19.06,336.29,282.74,84.08,Credit Card,9.75,Suburban,7.53,No,0.0,4.33,36.27000000000001,10.79
TXN_030691,2023-12-15 19:22:33,2,CUST_03625,Returning,Clothing,146.79,4,19.84,470.67,456.94,97.08,PayPal,16.0,Rural,11.65,No,0.0,4.71,-13.919999999999982,-2.96
TXN_032927,2023-12-15 19:24:36,2,CUST_02438,New,Clothing,51.01,3,24.16,116.06,122.61,105.64,PayPal,3.95,Suburban,8.82,No,0.0,3.92,-19.319999999999997,-16.65
TXN_032112,2023-12-15 19:28:22,2,CUST_15833,Returning,Electronics,150.92,5,19.68,606.09,503.11,83.01,PayPal,20.61,Suburban,7.79,No,0.0,4.17,74.58000000000001,12.31
TXN_029543,2023-12-15 19:33:01,2,CUST_10091,Returning,Clothing,105.35,2,17.36,174.12,178.09,102.28,PayPal,5.92,Suburban,9.13,No,0.0,4.15,-19.02,-10.92
TXN_034876,2023-12-15 19:35:21,2,CUST_20396,New,Electronics,461.56,1,25.62,343.31,297.47,86.65,PayPal,11.67,Urban,6.7,No,0.0,3.8,27.469999999999974,8.0
TXN_025615,2023-12-15 19:35:38,2,CUST_21885,Returning,Home Goods,183.36,4,17.54,604.79,507.03,83.84,Credit Card,17.54,Suburban,7.07,No,0.0,4.39,73.15,12.1
TXN_032852,2023-12-15 19:39:43,2,CUST_09551,New,Electronics,200.49,2,20.77,317.7,275.72,86.79,PayPal,10.8,Suburban,9.61,No,0.0,4.11,21.56999999999996,6.79
TXN_023090,2023-12-15 19:50:58,2,CUST_09780,Returning,Electronics,418.98,4,19.4,1350.79,1031.88,76.39,Credit Card,39.17,Urban,5.12,No,0.0,4.64,274.61999999999983,20.33
TXN_022367,2023-12-15 19:53:57,2,CUST_18673,New,Clothing,137.65,2,31.54,188.47,222.42,118.01,PayPal,6.41,Suburban,7.26,No,0.0,4.06,-47.61999999999998,-25.27
TXN_027712,2023-12-15 19:58:06,2,CUST_13222,Returning,Electronics,493.09,4,19.29,1591.89,1195.05,75.07,PayPal,54.12,Rural,12.36,No,0.0,4.07,330.3600000000001,20.75
